Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,city,lat,lng
35229,2024-01-08 06:00:00,2024-01-07 20:00:00,2024-01-08 18:42:00,Nashik,593,ARSON,66,F,Knife,Fire Accident,15,No,,,,
35234,2024-01-08 17:00:00,2024-01-08 01:00:00,2024-01-08 06:50:00,Vasai,471,ILLEGAL POSSESSION,11,F,Blunt Object,Other Crime,8,No,,,,
35237,2024-01-10 21:00:00,2024-01-08 04:00:00,2024-01-09 01:07:00,Vasai,394,KIDNAPPING,37,F,,Other Crime,10,No,,,,
35309,2024-01-13 10:00:00,2024-01-11 04:00:00,2024-01-11 06:56:00,Vasai,430,FIREARM OFFENSE,27,F,Poison,Fire Accident,16,No,,,,
35359,2024-01-14 20:00:00,2024-01-13 06:00:00,2024-01-13 17:17:00,Visakhapatnam,104,DOMESTIC VIOLENCE,69,M,Blunt Object,Violent Crime,7,Yes,31-01-2024 20:00,,,
35363,2024-01-14 02:00:00,2024-01-13 10:00:00,2024-01-13 13:58:00,Visakhapatnam,370,BURGLARY,24,F,Firearm,Other Crime,12,Yes,10-06-2024 02:00,,,
35369,2024-01-15 05:00:00,2024-01-13 16:00:00,2024-01-13 23:22:00,Visakhapatnam,428,HOMICIDE,70,F,Poison,Other Crime,18,Yes,09-10-2025 05:00,,,
35376,2024-01-15 11:00:00,2024-01-13 23:00:00,2024-01-14 20:02:00,Nashik,593,COUNTERFEITING,37,M,Blunt Object,Other Crime,7,No,,,,
35393,2024-01-16 19:00:00,2024-01-14 16:00:00,2024-01-14 17:34:00,Visakhapatnam,259,FIREARM OFFENSE,18,F,,Fire Accident,10,Yes,30-01-2024 19:00,,,
35458,2024-01-17 11:00:00,2024-01-17 09:00:00,2024-01-17 19:58:00,Vasai,591,ASSAULT,55,F,Firearm,Violent Crime,19,No,,,,
35515,2024-01-22 15:00:00,2024-01-19 18:00:00,2024-01-20 15:51:00,Visakhapatnam,192,HOMICIDE,49,F,Poison,Other Crime,3,Yes,09-08-2024 15:00,,,
35529,2024-01-22 14:00:00,2024-01-20 08:00:00,2024-01-21 05:05:00,Visakhapatnam,405,CYBERCRIME,74,M,Blunt Object,Other Crime,16,Yes,19-03-2024 14:00,,,
35587,2024-01-23 07:00:00,2024-01-22 18:00:00,2024-01-23 02:41:00,Visakhapatnam,117,ROBBERY,33,F,Knife,Violent Crime,6,Yes,16-06-2024 07:00,,,
35597,2024-01-24 06:00:00,2024-01-23 04:00:00,2024-01-23 23:22:00,Vasai,126,SHOPLIFTING,66,F,Poison,Other Crime,19,Yes,30-03-2024 06:00,,,
35611,2024-01-26 12:00:00,2024-01-23 18:00:00,2024-01-23 21:46:00,Nashik,298,FRAUD,42,M,,Other Crime,14,Yes,05-02-2024 12:00,,,
35618,2024-01-26 02:00:00,2024-01-24 01:00:00,2024-01-24 19:17:00,Nashik,180,BURGLARY,64,M,,Other Crime,8,No,,,,
35631,2024-01-26 19:00:00,2024-01-24 14:00:00,2024-01-25 01:24:00,Visakhapatnam,249,SHOPLIFTING,41,F,Blunt Object,Other Crime,1,Yes,28-02-2024 19:00,,,
35659,2024-01-27 21:00:00,2024-01-25 18:00:00,2024-01-25 19:13:00,Visakhapatnam,382,SHOPLIFTING,37,M,Firearm,Other Crime,3,No,,,,
35695,2024-01-29 03:00:00,2024-01-27 06:00:00,2024-01-27 18:29:00,Nashik,533,KIDNAPPING,44,M,Poison,Other Crime,19,No,,,,
35706,2024-01-29 03:00:00,2024-01-27 17:00:00,2024-01-28 05:10:00,Visakhapatnam,126,HOMICIDE,62,F,Knife,Other Crime,19,No,,,,
35713,2024-01-30 11:00:00,2024-01-28 00:00:00,2024-01-28 13:05:00,Visakhapatnam,364,SHOPLIFTING,42,F,Firearm,Other Crime,7,Yes,23-03-2024 11:00,,,
35740,2024-01-30 18:00:00,2024-01-29 03:00:00,2024-01-29 09:34:00,Nashik,485,ARSON,77,F,Explosives,Fire Accident,4,Yes,21-03-2024 18:00,,,
35751,2024-01-31 13:00:00,2024-01-29 14:00:00,2024-01-29 22:33:00,Visakhapatnam,311,ROBBERY,40,F,Blunt Object,Violent Crime,12,No,,,,
35758,2024-01-31 22:00:00,2024-01-29 21:00:00,2024-01-30 17:55:00,Nashik,522,PUBLIC INTOXICATION,28,F,,Other Crime,18,Yes,18-02-2024 22:00,,,
35774,2024-01-30 23:00:00,2024-01-30 13:00:00,2024-01-30 21:59:00,Visakhapatnam,478,VANDALISM,78,M,Knife,Other Crime,9,No,,,,
35819,2024-02-01 11:00:00,2024-02-01 10:00:00,2024-02-02 07:49:00,Nashik,208,ILLEGAL POSSESSION,66,F,Blunt Object,Other Crime,16,No,,,,
35842,2024-02-03 02:00:00,2024-02-02 09:00:00,2024-02-02 10:27:00,Vasai,441,HOMICIDE,42,F,,Other Crime,12,No,,,,
35859,2024-02-04 04:00:00,2024-02-03 02:00:00,2024-02-03 14:23:00,Visakhapatnam,421,SEXUAL ASSAULT,25,F,Explosives,Violent Crime,15,Yes,08-11-2024 04:00,,,
35875,2024-02-05 04:00:00,2024-02-03 18:00:00,2024-02-03 21:35:00,Nashik,371,CYBERCRIME,33,M,Poison,Other Crime,10,No,,,,
35879,2024-02-04 13:00:00,2024-02-03 22:00:00,2024-02-04 11:14:00,Visakhapatnam,476,DRUG OFFENSE,70,F,,Other Crime,19,Yes,04-04-2024 13:00,,,
35927,2024-02-06 05:00:00,2024-02-05 22:00:00,2024-02-05 23:06:00,Nashik,146,FIREARM OFFENSE,70,F,Explosives,Fire Accident,13,No,,,,
35994,2024-02-09 03:00:00,2024-02-08 17:00:00,2024-02-09 03:14:00,Visakhapatnam,240,DRUG OFFENSE,13,F,,Other Crime,2,Yes,09-04-2024 03:00,,,
36005,2024-02-09 21:00:00,2024-02-09 04:00:00,2024-02-09 20:23:00,Visakhapatnam,145,HOMICIDE,44,F,Firearm,Other Crime,3,Yes,24-09-2024 21:00,,,
36034,2024-02-11 11:00:00,2024-02-10 09:00:00,2024-02-10 17:04:00,Nashik,510,COUNTERFEITING,19,F,Poison,Other Crime,6,No,,,,
36055,2024-02-11 07:00:00,2024-02-11 06:00:00,2024-02-11 22:20:00,Visakhapatnam,405,TRAFFIC VIOLATION,13,M,Poison,Traffic Fatality,4,No,,,,
36062,2024-02-12 15:00:00,2024-02-11 13:00:00,2024-02-12 12:19:00,Visakhapatnam,207,PUBLIC INTOXICATION,39,F,Blunt Object,Other Crime,12,Yes,21-02-2024 15:00,,,
36068,2024-02-12 04:00:00,2024-02-11 19:00:00,2024-02-12 00:09:00,Nashik,193,ASSAULT,46,F,Knife,Violent Crime,3,No,,,,
36072,2024-02-12 06:00:00,2024-02-11 23:00:00,2024-02-12 19:11:00,Nashik,262,SHOPLIFTING,56,F,Firearm,Other Crime,1,No,,,,
36133,2024-02-16 21:00:00,2024-02-14 12:00:00,2024-02-15 02:11:00,Nashik,393,ILLEGAL POSSESSION,68,F,Blunt Object,Other Crime,1,No,,,,
36229,2024-02-20 12:00:00,2024-02-18 12:00:00,2024-02-19 09:23:00,Visakhapatnam,491,ASSAULT,35,F,Firearm,Violent Crime,10,Yes,30-03-2024 12:00,,,
36239,2024-02-21 19:00:00,2024-02-18 22:00:00,2024-02-19 14:22:00,Visakhapatnam,217,CYBERCRIME,35,F,Firearm,Other Crime,16,No,,,,
36256,2024-02-21 13:00:00,2024-02-19 15:00:00,2024-02-20 13:41:00,Visakhapatnam,525,ASSAULT,12,F,Other,Violent Crime,6,Yes,15-03-2024 13:00,,,
36259,2024-02-21 11:00:00,2024-02-19 18:00:00,2024-02-20 05:34:00,Visakhapatnam,179,BURGLARY,41,M,Explosives,Other Crime,18,No,,,,
36433,2024-02-29 03:00:00,2024-02-27 00:00:00,2024-02-27 14:07:00,Visakhapatnam,259,EXTORTION,19,M,Blunt Object,Other Crime,12,No,,,,
36467,2024-03-02 05:00:00,2024-02-28 10:00:00,2024-02-29 05:38:00,Visakhapatnam,340,SEXUAL ASSAULT,21,F,Blunt Object,Violent Crime,5,Yes,04-12-2025 05:00,,,
36498,2024-03-03 09:00:00,2024-02-29 17:00:00,2024-03-01 01:37:00,Nashik,385,FIREARM OFFENSE,44,F,Explosives,Fire Accident,14,No,,,,
36514,2024-03-02 20:00:00,2024-03-01 09:00:00,2024-03-02 04:46:00,Visakhapatnam,162,KIDNAPPING,70,M,Other,Other Crime,11,Yes,21-04-2024 20:00,,,
36540,2024-03-03 07:00:00,2024-03-02 11:00:00,2024-03-02 23:56:00,Visakhapatnam,298,VEHICLE - STOLEN,26,F,Explosives,Violent Crime,13,Yes,18-05-2024 07:00,,,
36552,2024-03-03 08:00:00,2024-03-02 23:00:00,2024-03-02 23:32:00,Nashik,467,FRAUD,79,F,Knife,Other Crime,13,No,,,,
36608,2024-03-05 18:00:00,2024-03-05 07:00:00,2024-03-05 14:58:00,Visakhapatnam,114,CYBERCRIME,12,F,,Other Crime,12,No,,,,
36627,2024-03-08 13:00:00,2024-03-06 02:00:00,2024-03-06 10:24:00,Visakhapatnam,428,COUNTERFEITING,36,M,Other,Other Crime,7,Yes,18-03-2024 13:00,,,
36741,2024-03-12 21:00:00,2024-03-10 20:00:00,2024-03-11 06:55:00,Nashik,596,VANDALISM,79,F,,Other Crime,5,Yes,12-05-2024 21:00,,,
36754,2024-03-11 23:00:00,2024-03-11 09:00:00,2024-03-12 02:50:00,Visakhapatnam,514,HOMICIDE,40,F,Poison,Other Crime,17,No,,,,
36765,2024-03-11 21:00:00,2024-03-11 20:00:00,2024-03-12 16:06:00,Visakhapatnam,127,DOMESTIC VIOLENCE,11,F,,Violent Crime,4,No,,,,
36807,2024-03-15 22:00:00,2024-03-13 14:00:00,2024-03-13 15:47:00,Vasai,407,COUNTERFEITING,51,F,Blunt Object,Other Crime,9,Yes,28-05-2024 22:00,,,
36808,2024-03-16 03:00:00,2024-03-13 15:00:00,2024-03-13 15:01:00,Vasai,397,DOMESTIC VIOLENCE,60,M,,Violent Crime,17,No,,,,
36817,2024-03-15 02:00:00,2024-03-14 00:00:00,2024-03-14 11:53:00,Visakhapatnam,510,KIDNAPPING,23,F,Knife,Other Crime,2,Yes,05-06-2024 02:00,,,
36845,2024-03-17 07:00:00,2024-03-15 04:00:00,2024-03-15 11:30:00,Visakhapatnam,318,CYBERCRIME,22,M,,Other Crime,18,Yes,18-04-2024 07:00,,,
36951,2024-03-20 00:00:00,2024-03-19 14:00:00,2024-03-20 07:27:00,Visakhapatnam,527,ROBBERY,28,M,Explosives,Violent Crime,18,No,,,,
36991,2024-03-24 02:00:00,2024-03-21 06:00:00,2024-03-21 21:47:00,Visakhapatnam,324,VANDALISM,27,F,Explosives,Other Crime,18,No,,,,
36993,2024-03-22 12:00:00,2024-03-21 08:00:00,2024-03-21 22:11:00,Nashik,473,ROBBERY,64,M,Other,Violent Crime,1,No,,,,
37012,2024-03-24 10:00:00,2024-03-22 03:00:00,2024-03-22 08:32:00,Visakhapatnam,428,KIDNAPPING,60,F,Knife,Other Crime,16,No,,,,
37034,2024-03-23 22:00:00,2024-03-23 01:00:00,2024-03-23 15:01:00,Visakhapatnam,565,IDENTITY THEFT,68,F,Knife,Violent Crime,12,Yes,25-05-2024 22:00,,,
37042,2024-03-23 23:00:00,2024-03-23 09:00:00,2024-03-24 04:17:00,Visakhapatnam,558,TRAFFIC VIOLATION,40,M,Blunt Object,Traffic Fatality,2,Yes,16-04-2024 23:00,,,
37060,2024-03-25 04:00:00,2024-03-24 03:00:00,2024-03-24 15:49:00,Visakhapatnam,122,BURGLARY,53,M,Explosives,Other Crime,6,No,,,,
37081,2024-03-26 00:00:00,2024-03-25 00:00:00,2024-03-25 09:56:00,Nashik,543,CYBERCRIME,52,M,Knife,Other Crime,12,Yes,09-04-2024 00:00,,,
37128,2024-03-29 16:00:00,2024-03-26 23:00:00,2024-03-27 04:42:00,Nashik,452,PUBLIC INTOXICATION,72,M,Poison,Other Crime,16,Yes,24-04-2024 16:00,,,
37170,2024-03-31 15:00:00,2024-03-28 17:00:00,2024-03-29 07:08:00,Visakhapatnam,526,HOMICIDE,27,M,Blunt Object,Other Crime,15,No,,,,
37177,2024-03-31 15:00:00,2024-03-29 00:00:00,2024-03-29 20:40:00,Visakhapatnam,159,SHOPLIFTING,46,F,,Other Crime,14,No,,,,
37181,2024-03-30 20:00:00,2024-03-29 04:00:00,2024-03-29 12:57:00,Visakhapatnam,156,IDENTITY THEFT,76,M,,Violent Crime,6,No,,,,
37228,2024-04-02 08:00:00,2024-03-31 03:00:00,2024-03-31 08:38:00,Visakhapatnam,337,ILLEGAL POSSESSION,18,M,Poison,Other Crime,1,No,,,,
37257,2024-04-02 01:00:00,2024-04-01 08:00:00,2024-04-02 01:10:00,Nashik,597,PUBLIC INTOXICATION,43,F,Other,Other Crime,4,No,,,,
37274,2024-04-02 18:00:00,2024-04-02 01:00:00,2024-04-02 07:22:00,Vasai,156,ROBBERY,23,F,Explosives,Violent Crime,12,Yes,10-05-2024 18:00,,,
37325,2024-04-06 21:00:00,2024-04-04 04:00:00,2024-04-04 20:10:00,Nashik,139,HOMICIDE,39,F,Knife,Other Crime,6,Yes,19-04-2025 21:00,,,
37330,2024-04-06 00:00:00,2024-04-04 09:00:00,2024-04-04 10:21:00,Visakhapatnam,272,PUBLIC INTOXICATION,51,M,,Other Crime,6,Yes,04-05-2024 00:00,,,
37393,2024-04-08 01:00:00,2024-04-07 00:00:00,2024-04-07 11:10:00,Nashik,558,IDENTITY THEFT,16,F,Explosives,Violent Crime,4,No,,,,
37415,2024-04-08 19:00:00,2024-04-07 22:00:00,2024-04-08 16:02:00,Nashik,353,COUNTERFEITING,43,F,Poison,Other Crime,12,Yes,18-06-2024 19:00,,,
37467,2024-04-12 17:00:00,2024-04-10 02:00:00,2024-04-10 02:44:00,Visakhapatnam,227,ASSAULT,78,F,Explosives,Violent Crime,2,Yes,21-05-2024 17:00,,,
37488,2024-04-11 01:00:00,2024-04-10 23:00:00,2024-04-11 08:50:00,Nashik,553,HOMICIDE,30,M,Blunt Object,Other Crime,1,Yes,04-04-2025 01:00,,,
37535,2024-04-13 09:00:00,2024-04-12 22:00:00,2024-04-13 02:43:00,Visakhapatnam,511,SEXUAL ASSAULT,25,F,Poison,Violent Crime,17,Yes,16-03-2026 09:00,,,
37618,2024-04-16 14:00:00,2024-04-16 09:00:00,2024-04-16 13:25:00,Visakhapatnam,425,TRAFFIC VIOLATION,77,M,Firearm,Traffic Fatality,15,No,,,,
37666,2024-04-18 19:00:00,2024-04-18 09:00:00,2024-04-19 04:10:00,Visakhapatnam,525,PUBLIC INTOXICATION,73,M,,Other Crime,13,No,,,,
37700,2024-04-20 19:00:00,2024-04-19 19:00:00,2024-04-19 23:41:00,Vasai,338,SHOPLIFTING,46,M,Poison,Other Crime,6,Yes,15-07-2024 19:00,,,
37726,2024-04-23 16:00:00,2024-04-20 21:00:00,2024-04-20 21:11:00,Visakhapatnam,176,KIDNAPPING,15,F,Blunt Object,Other Crime,4,No,,,,
37762,2024-04-25 07:00:00,2024-04-22 09:00:00,2024-04-23 02:48:00,Visakhapatnam,391,PUBLIC INTOXICATION,10,F,Explosives,Other Crime,11,Yes,17-05-2024 07:00,,,
37804,2024-04-26 18:00:00,2024-04-24 03:00:00,2024-04-24 22:34:00,Vasai,433,ASSAULT,62,M,Firearm,Violent Crime,14,Yes,05-07-2024 18:00,,,
37810,2024-04-26 11:00:00,2024-04-24 09:00:00,2024-04-24 11:45:00,Visakhapatnam,315,ILLEGAL POSSESSION,20,M,Explosives,Other Crime,10,Yes,28-05-2024 11:00,,,
37818,2024-04-25 04:00:00,2024-04-24 17:00:00,2024-04-25 15:44:00,Visakhapatnam,488,ROBBERY,38,F,Firearm,Violent Crime,9,No,,,,
37844,2024-04-26 21:00:00,2024-04-25 19:00:00,2024-04-26 06:41:00,Nashik,199,EXTORTION,39,M,Knife,Other Crime,14,Yes,20-06-2024 21:00,,,
37859,2024-04-28 07:00:00,2024-04-26 10:00:00,2024-04-26 12:18:00,Visakhapatnam,568,TRAFFIC VIOLATION,27,F,Explosives,Traffic Fatality,17,No,,,,
38033,2024-05-06 04:00:00,2024-05-03 16:00:00,2024-05-04 01:30:00,Visakhapatnam,441,DOMESTIC VIOLENCE,73,M,,Violent Crime,18,Yes,17-07-2024 04:00,,,
38042,2024-05-05 17:00:00,2024-05-04 01:00:00,2024-05-04 23:06:00,Visakhapatnam,109,TRAFFIC VIOLATION,79,F,Poison,Traffic Fatality,18,Yes,21-05-2024 17:00,,,
38052,2024-05-05 02:00:00,2024-05-04 11:00:00,2024-05-04 12:09:00,Visakhapatnam,409,PUBLIC INTOXICATION,24,M,Poison,Other Crime,7,Yes,12-05-2024 02:00,,,
38088,2024-05-06 13:00:00,2024-05-05 23:00:00,2024-05-06 00:39:00,Visakhapatnam,569,FRAUD,59,F,Firearm,Other Crime,9,No,,,,
38137,2024-05-09 17:00:00,2024-05-08 00:00:00,2024-05-08 08:19:00,Visakhapatnam,191,SHOPLIFTING,28,F,Firearm,Other Crime,10,Yes,21-07-2024 17:00,,,
38163,2024-05-09 08:00:00,2024-05-09 02:00:00,2024-05-09 07:48:00,Visakhapatnam,165,SEXUAL ASSAULT,79,F,Firearm,Violent Crime,8,No,,,,
38182,2024-05-10 03:00:00,2024-05-09 21:00:00,2024-05-10 06:37:00,Vasai,497,ILLEGAL POSSESSION,53,F,Firearm,Other Crime,7,No,,,,
38218,2024-05-12 18:00:00,2024-05-11 09:00:00,2024-05-12 05:36:00,Nashik,399,SEXUAL ASSAULT,34,F,,Violent Crime,19,Yes,17-05-2025 18:00,,,
38227,2024-05-12 05:00:00,2024-05-11 18:00:00,2024-05-12 14:16:00,Nashik,348,ARSON,24,F,Other,Fire Accident,5,Yes,04-08-2024 05:00,,,
38232,2024-05-12 23:00:00,2024-05-11 23:00:00,2024-05-12 22:34:00,Visakhapatnam,146,PUBLIC INTOXICATION,56,F,Other,Other Crime,7,Yes,22-05-2024 23:00,,,
38256,2024-05-13 16:00:00,2024-05-12 23:00:00,2024-05-13 10:39:00,Visakhapatnam,389,CYBERCRIME,59,M,Explosives,Other Crime,5,No,,,,
38261,2024-05-15 09:00:00,2024-05-13 04:00:00,2024-05-13 20:35:00,Visakhapatnam,213,TRAFFIC VIOLATION,60,M,Blunt Object,Traffic Fatality,10,Yes,05-06-2024 09:00,,,
38277,2024-05-14 06:00:00,2024-05-13 20:00:00,2024-05-14 06:07:00,Vasai,543,FRAUD,68,F,Other,Other Crime,6,No,,,,
38281,2024-05-16 01:00:00,2024-05-14 00:00:00,2024-05-14 10:06:00,Vasai,255,KIDNAPPING,62,F,Blunt Object,Other Crime,10,No,,,,
38282,2024-05-14 09:00:00,2024-05-14 01:00:00,2024-05-14 03:36:00,Visakhapatnam,518,SEXUAL ASSAULT,47,M,Poison,Violent Crime,7,Yes,20-12-2025 09:00,,,
38283,2024-05-16 14:00:00,2024-05-14 02:00:00,2024-05-14 21:23:00,Visakhapatnam,505,ARSON,58,F,Blunt Object,Fire Accident,10,No,,,,
38290,2024-05-14 14:00:00,2024-05-14 09:00:00,2024-05-15 04:20:00,Visakhapatnam,292,DRUG OFFENSE,46,F,Knife,Other Crime,12,Yes,01-07-2024 14:00,,,
38309,2024-05-16 06:00:00,2024-05-15 04:00:00,2024-05-15 17:17:00,Visakhapatnam,238,SHOPLIFTING,14,F,Firearm,Other Crime,1,Yes,04-07-2024 06:00,,,
38328,2024-05-17 18:00:00,2024-05-15 23:00:00,2024-05-16 11:21:00,Vasai,442,FRAUD,79,F,Other,Other Crime,16,Yes,27-05-2024 18:00,,,
38332,2024-05-18 06:00:00,2024-05-16 03:00:00,2024-05-16 18:55:00,Visakhapatnam,531,ROBBERY,57,F,Poison,Violent Crime,16,Yes,25-07-2024 06:00,,,
38344,2024-05-18 11:00:00,2024-05-16 15:00:00,2024-05-17 03:36:00,Visakhapatnam,299,ASSAULT,10,M,Firearm,Violent Crime,15,Yes,15-06-2024 11:00,,,
38352,2024-05-19 20:00:00,2024-05-16 23:00:00,2024-05-17 02:54:00,Visakhapatnam,297,FRAUD,54,M,Other,Other Crime,6,Yes,07-07-2024 20:00,,,
38355,2024-05-18 15:00:00,2024-05-17 02:00:00,2024-05-17 10:27:00,Vasai,591,TRAFFIC VIOLATION,23,F,,Traffic Fatality,4,No,,,,
38356,2024-05-18 05:00:00,2024-05-17 03:00:00,2024-05-17 06:49:00,Visakhapatnam,373,SEXUAL ASSAULT,15,F,,Violent Crime,13,No,,,,
38379,2024-05-18 04:00:00,2024-05-18 02:00:00,2024-05-18 18:49:00,Vasai,412,SEXUAL ASSAULT,13,F,Firearm,Violent Crime,5,Yes,16-04-2025 04:00,,,
38415,2024-05-20 14:00:00,2024-05-19 14:00:00,2024-05-20 00:03:00,Nashik,215,BURGLARY,62,F,Poison,Other Crime,9,No,,,,
38445,2024-05-23 08:00:00,2024-05-20 20:00:00,2024-05-21 03:11:00,Nashik,408,HOMICIDE,54,F,Blunt Object,Other Crime,16,No,,,,
38461,2024-05-21 20:00:00,2024-05-21 12:00:00,2024-05-22 10:57:00,Visakhapatnam,232,EXTORTION,51,F,Explosives,Other Crime,13,Yes,11-06-2024 20:00,,,
38503,2024-05-23 14:00:00,2024-05-23 06:00:00,2024-05-23 22:51:00,Visakhapatnam,415,DOMESTIC VIOLENCE,14,M,Other,Violent Crime,6,No,,,,
38549,2024-05-25 18:00:00,2024-05-25 04:00:00,2024-05-25 21:04:00,Visakhapatnam,545,EXTORTION,33,F,Firearm,Other Crime,13,No,,,,
38567,2024-05-26 17:00:00,2024-05-25 22:00:00,2024-05-26 00:21:00,Visakhapatnam,183,CYBERCRIME,14,F,Knife,Other Crime,19,No,,,,
38606,2024-05-29 13:00:00,2024-05-27 13:00:00,2024-05-28 11:06:00,Vasai,580,ASSAULT,38,F,Other,Violent Crime,8,No,,,,
38629,2024-05-30 18:00:00,2024-05-28 12:00:00,2024-05-29 00:51:00,Vasai,562,KIDNAPPING,79,F,Explosives,Other Crime,3,No,,,,
38706,2024-06-02 10:00:00,2024-05-31 17:00:00,2024-06-01 09:24:00,Nashik,197,ROBBERY,73,F,Firearm,Violent Crime,1,No,,,,
38723,2024-06-02 13:00:00,2024-06-01 10:00:00,2024-06-01 18:32:00,Visakhapatnam,511,FRAUD,31,M,Blunt Object,Other Crime,12,Yes,06-07-2024 13:00,,,
38743,2024-06-03 04:00:00,2024-06-02 06:00:00,2024-06-02 16:02:00,Visakhapatnam,474,EXTORTION,76,M,Other,Other Crime,3,No,,,,
38754,2024-06-02 21:00:00,2024-06-02 17:00:00,2024-06-03 03:48:00,Nashik,326,FIREARM OFFENSE,61,M,Knife,Fire Accident,13,Yes,05-07-2024 21:00,,,
38764,2024-06-05 21:00:00,2024-06-03 03:00:00,2024-06-03 10:11:00,Nashik,236,ILLEGAL POSSESSION,58,F,Poison,Other Crime,17,No,,,,
38805,2024-06-06 01:00:00,2024-06-04 20:00:00,2024-06-05 13:21:00,Visakhapatnam,467,SHOPLIFTING,53,F,Knife,Other Crime,1,Yes,28-06-2024 01:00,,,
38822,2024-06-05 21:00:00,2024-06-05 13:00:00,2024-06-05 13:09:00,Nashik,205,TRAFFIC VIOLATION,25,F,Blunt Object,Traffic Fatality,4,Yes,30-06-2024 21:00,,,
38824,2024-06-07 07:00:00,2024-06-05 15:00:00,2024-06-05 15:04:00,Visakhapatnam,338,IDENTITY THEFT,59,M,Firearm,Violent Crime,18,No,,,,
38825,2024-06-07 18:00:00,2024-06-05 16:00:00,2024-06-06 15:52:00,Nashik,251,ILLEGAL POSSESSION,65,F,Poison,Other Crime,10,Yes,25-07-2024 18:00,,,
38836,2024-06-06 11:00:00,2024-06-06 03:00:00,2024-06-06 04:56:00,Visakhapatnam,525,DRUG OFFENSE,46,F,Knife,Other Crime,1,No,,,,
38859,2024-06-08 00:00:00,2024-06-07 02:00:00,2024-06-07 08:50:00,Vasai,451,DOMESTIC VIOLENCE,65,F,Other,Violent Crime,14,Yes,28-06-2024 00:00,,,
38978,2024-06-14 18:00:00,2024-06-12 01:00:00,2024-06-12 12:19:00,Visakhapatnam,576,COUNTERFEITING,27,F,Poison,Other Crime,17,Yes,23-07-2024 18:00,,,
39032,2024-06-16 11:00:00,2024-06-14 07:00:00,2024-06-14 23:17:00,Visakhapatnam,238,DRUG OFFENSE,21,F,Poison,Other Crime,8,Yes,09-08-2024 11:00,,,
39035,2024-06-15 19:00:00,2024-06-14 10:00:00,2024-06-14 18:17:00,Vasai,243,VEHICLE - STOLEN,69,M,Firearm,Violent Crime,12,Yes,09-07-2024 19:00,,,
39041,2024-06-15 14:00:00,2024-06-14 16:00:00,2024-06-14 19:57:00,Visakhapatnam,120,BURGLARY,37,M,Explosives,Other Crime,10,No,,,,
39067,2024-06-16 13:00:00,2024-06-15 18:00:00,2024-06-16 07:03:00,Visakhapatnam,220,FIREARM OFFENSE,57,M,,Fire Accident,8,Yes,25-06-2024 13:00,,,
39103,2024-06-17 13:00:00,2024-06-17 06:00:00,2024-06-18 04:35:00,Nashik,538,CYBERCRIME,62,M,Knife,Other Crime,7,No,,,,
39118,2024-06-20 08:00:00,2024-06-17 21:00:00,2024-06-18 08:54:00,Vasai,319,PUBLIC INTOXICATION,18,F,Knife,Other Crime,15,No,,,,
39225,2024-06-25 02:00:00,2024-06-22 08:00:00,2024-06-23 07:40:00,Vasai,159,VANDALISM,49,F,Blunt Object,Other Crime,2,Yes,19-08-2024 02:00,,,
39233,2024-06-25 02:00:00,2024-06-22 16:00:00,2024-06-23 07:05:00,Visakhapatnam,143,BURGLARY,51,M,Poison,Other Crime,3,Yes,08-12-2024 02:00,,,
39258,2024-06-25 21:00:00,2024-06-23 17:00:00,2024-06-24 10:43:00,Nashik,123,BURGLARY,29,F,Knife,Other Crime,18,No,,,,
39270,2024-06-26 13:00:00,2024-06-24 05:00:00,2024-06-24 21:36:00,Visakhapatnam,584,HOMICIDE,13,F,Poison,Other Crime,6,Yes,10-10-2025 13:00,,,
39302,2024-06-28 01:00:00,2024-06-25 13:00:00,2024-06-25 15:46:00,Visakhapatnam,359,FIREARM OFFENSE,74,F,Other,Fire Accident,8,No,,,,
39314,2024-06-27 13:00:00,2024-06-26 01:00:00,2024-06-26 22:37:00,Visakhapatnam,572,FIREARM OFFENSE,69,F,Knife,Fire Accident,18,No,,,,
39326,2024-06-26 22:00:00,2024-06-26 13:00:00,2024-06-26 18:04:00,Vasai,356,FIREARM OFFENSE,73,F,Poison,Fire Accident,2,Yes,27-07-2024 22:00,,,
39338,2024-06-28 02:00:00,2024-06-27 01:00:00,2024-06-27 03:09:00,Visakhapatnam,213,ARSON,61,M,Explosives,Fire Accident,11,Yes,16-08-2024 02:00,,,
39361,2024-06-30 10:00:00,2024-06-28 00:00:00,2024-06-28 03:54:00,Nashik,128,ARSON,17,M,,Fire Accident,16,Yes,07-09-2024 10:00,,,
39370,2024-06-29 00:00:00,2024-06-28 09:00:00,2024-06-28 20:04:00,Vasai,123,ARSON,68,F,Firearm,Fire Accident,11,No,,,,
39381,2024-06-30 16:00:00,2024-06-28 20:00:00,2024-06-29 15:14:00,Visakhapatnam,141,SEXUAL ASSAULT,35,F,Firearm,Violent Crime,14,No,,,,
39400,2024-06-30 18:00:00,2024-06-29 15:00:00,2024-06-30 12:05:00,Visakhapatnam,447,PUBLIC INTOXICATION,60,F,Knife,Other Crime,15,No,,,,
39436,2024-07-03 07:00:00,2024-07-01 03:00:00,2024-07-01 15:27:00,Visakhapatnam,466,ROBBERY,55,M,Blunt Object,Violent Crime,12,No,,,,
